4.2521,5,0.74789,0.74789
4.0669,4,0.066896,0.81478
3.8321,4,0.16793,0.98272
3.832,4,0.168,1.1507
4.3243,4,0.32434,1.4751
3.5403,5,1.4597,2.9348
3.7302,3,0.73024,3.665
3.6299,3,0.62986,4.2949
3.1836,3,0.1836,4.4785
3.059,3,0.058989,4.5375
3.3543,4,0.64572,5.1832
3.5464,5,1.4536,6.6368
2.8744,3,0.12558,6.7624
3.3426,3,0.34259,7.105
3.1069,2,1.1069,8.2119
3.4868,3,0.48684,8.6987
3.2486,2,1.2486,9.9474
3.1482,4,0.85177,10.799
3.3383,3,0.33832,11.137
4.0694,2,2.0694,13.207
4.2571,5,0.7429,13.95
4.3098,5,0.69022,14.64
3.8512,4,0.14878,14.789
3.9043,3,0.90425,15.693
4.0424,4,0.042404,15.735
4.2899,4,0.28994,16.025
4.5611,4,0.56108,16.586
4.448,5,0.55202,17.138
3.3581,3,0.35814,17.497
3.505,2,1.505,19.002
3.4261,4,0.57395,19.576
3.4049,2,1.4049,20.98
3.3118,2,1.3118,22.292
2.6138,2,0.61383,22.906
3.1008,4,0.89923,23.805
3.0107,5,1.9893,25.795
2.6739,3,0.32612,26.121
2.9198,3,0.080186,26.201
3.1175,2,1.1175,27.318
2.9376,3,0.062383,27.381
3.1277,4,0.87226,28.253
2.8002,2,0.80023,29.053
3.0631,3,0.063115,29.116
3.2301,4,0.76987,29.886
3.0663,3,0.066315,29.953
3.2917,2,1.2917,31.244
2.9322,3,0.067804,31.312
2.5708,2,0.57077,31.883
4.089,5,0.91099,32.794
4.1194,5,0.88062,33.674
3.872,4,0.128,33.802
3.5809,4,0.41908,34.222
3.3214,4,0.67862,34.9
4.2091,4,0.20908,35.109
3.6731,4,0.32694,35.436
3.9627,5,1.0373,36.474
4.3774,4,0.37744,36.851
4.5668,5,0.43316,37.284
4.4161,5,0.58392,37.868
4.4425,3,1.4425,39.311
2.8116,3,0.18841,39.499
3.5535,4,0.44647,39.945
3.3736,3,0.37359,40.319
3.2982,3,0.29822,40.617
3.1593,3,0.15927,40.777
3.558,4,0.44201,41.219
3.7501,3,0.75007,41.969
3.1319,3,0.1319,42.101
3.13,3,0.13,42.231
3.8624,3,0.86237,43.093
4.2622,5,0.73781,43.831
4.2755,4,0.27549,44.106
4.4321,5,0.5679,44.674
3.2652,3,0.26523,44.939
4.2034,5,0.79658,45.736
3.9144,4,0.085626,45.822
4.0628,3,1.0628,46.884
3.8151,4,0.18494,47.069
4.0097,4,0.0096538,47.079
3.7764,4,0.2236,47.303
3.9159,3,0.91585,48.218
3.714,2,1.714,49.932
3.5793,4,0.42067,50.353
3.3789,3,0.37895,50.732
3.5637,4,0.43628,51.168
4.6727,3,1.6727,52.841
4.3762,3,1.3762,54.217
4.4751,5,0.52488,54.742
4.6257,3,1.6257,56.368
4.5773,3,1.5773,57.945
4.3435,3,1.3435,59.289
4.7783,4,0.77832,60.067
5.0823,4,1.0823,61.149
4.7773,3,1.7773,62.927
4.8913,3,1.8913,64.818
