4.2646,5,0.73539,0.73539
3.9355,4,0.064454,0.79985
3.7613,4,0.23866,1.0385
3.8047,4,0.19535,1.2339
4.3087,4,0.30866,1.5425
3.5588,5,1.4412,2.9837
3.5646,3,0.56457,3.5483
3.5282,3,0.52824,4.0765
3.1135,3,0.11346,4.19
2.9914,3,0.0085714,4.1986
3.3298,4,0.67018,4.8687
3.3638,5,1.6362,6.5049
2.8663,3,0.13373,6.6387
3.4464,3,0.44635,7.085
2.9311,2,0.93112,8.0161
3.1504,3,0.15037,8.1665
3.2137,2,1.2137,9.3802
3.2444,4,0.75563,10.136
3.3829,3,0.38287,10.519
4.0926,2,2.0926,12.611
4.0645,5,0.93551,13.547
4.1528,5,0.84717,14.394
3.818,4,0.18199,14.576
3.9976,3,0.99759,15.574
4.0758,4,0.075847,15.649
4.6157,4,0.61574,16.265
4.4568,4,0.4568,16.722
4.4035,5,0.59654,17.318
3.3373,3,0.33733,17.656
3.5333,2,1.5333,19.189
3.431,4,0.56904,19.758
3.4432,2,1.4432,21.201
3.3724,2,1.3724,22.574
2.7175,2,0.71747,23.291
3.1419,4,0.85806,24.149
2.767,5,2.233,26.382
2.5496,3,0.45043,26.833
2.9929,3,0.0071037,26.84
3.2396,2,1.2396,28.08
3.1356,3,0.13555,28.215
3.4529,4,0.54711,28.762
2.7499,2,0.74989,29.512
3.1998,3,0.19979,29.712
3.2591,4,0.7409,30.453
3.0782,3,0.078223,30.531
2.934,2,0.93398,31.465
3.0779,3,0.077935,31.543
2.4874,2,0.48736,32.03
4.0083,5,0.99169,33.022
4.1669,5,0.83309,33.855
3.939,4,0.060952,33.916
3.621,4,0.379,34.295
3.2731,4,0.72686,35.022
4.2457,4,0.24569,35.268
3.6804,4,0.3196,35.587
3.8931,5,1.1069,36.694
4.2019,4,0.20192,36.896
4.5727,5,0.42733,37.323
4.5488,5,0.45122,37.774
4.2329,3,1.2329,39.007
2.7777,3,0.22231,39.23
3.6124,4,0.38756,39.617
3.3562,3,0.35616,39.973
3.3406,3,0.34059,40.314
3.0424,3,0.042394,40.356
3.5082,4,0.49185,40.848
3.7409,3,0.74092,41.589
3.1588,3,0.15882,41.748
3.0606,3,0.060597,41.809
3.8624,3,0.86237,42.671
4.2622,5,0.73781,43.409
4.4726,4,0.47262,43.881
4.4321,5,0.5679,44.449
3.2723,3,0.27232,44.722
4.1161,5,0.88393,45.605
3.8029,4,0.19708,45.803
3.9959,3,0.99589,46.798
3.6872,4,0.31284,47.111
3.8798,4,0.12015,47.231
3.9588,4,0.041241,47.273
3.9362,3,0.93622,48.209
3.714,2,1.714,49.923
3.6848,4,0.31522,50.238
3.454,3,0.45402,50.692
3.6287,4,0.37131,51.063
4.5274,3,1.5274,52.591
4.3332,3,1.3332,53.924
4.214,5,0.78599,54.71
4.0812,3,1.0812,55.791
4.5898,3,1.5898,57.381
4.329,3,1.329,58.71
4.6434,4,0.64339,59.353
5.1414,4,1.1414,60.495
4.7333,3,1.7333,62.228
4.619,3,1.619,63.847
4.9255,5,0.074458,63.922
3.9619,3,0.96192,64.884
4.42,5,0.57997,65.464
4.6593,4,0.65935,66.123
4.6935,5,0.3065,66.429
4.222,5,0.77803,67.207
4.6542,4,0.65424,67.862
4.6388,3,1.6388,69.5
4.5109,5,0.48914,69.99
4.4326,5,0.56741,70.557
4.6629,5,0.33712,70.894
4.4839,4,0.48387,71.378
4.4218,5,0.57815,71.956
4.3552,5,0.64481,72.601
5.074,4,1.074,73.675
4.2826,5,0.71741,74.392
4.1722,5,0.8278,75.22
3.5396,4,0.46045,75.681
2.8635,4,1.1365,76.817
