4.2646,5,0.5408,0.73539
3.9355,4,0.0041544,0.52199
3.7613,4,0.056959,0.44793
3.8047,4,0.038162,0.40002
4.3087,4,0.09527,0.3835
3.5588,5,2.077,0.68464
3.5646,3,0.31874,0.66881
3.5282,3,0.27904,0.65289
3.1135,3,0.012874,0.61671
2.9914,3,7.347e-05,0.58507
3.3298,4,0.44914,0.59331
3.3638,5,2.6772,0.73877
2.8663,3,0.017884,0.71076
3.4464,3,0.19923,0.69521
2.9311,2,0.86698,0.71337
3.1504,3,0.02261,0.69174
3.2137,2,1.473,0.73281
3.2444,4,0.57097,0.73409
3.3829,3,0.14659,0.71989
4.0926,2,4.379,0.84337
4.0645,5,0.87517,0.84799
4.1528,5,0.7177,0.84795
3.818,4,0.033121,0.83018
3.9976,3,0.99518,0.83782
4.0758,4,0.0057528,0.82104
4.6157,4,0.37914,0.8141
4.4568,4,0.20867,0.8037
4.4035,5,0.35586,0.79723
3.3373,3,0.11379,0.78587
3.5333,2,2.351,0.82181
3.431,4,0.3238,0.81488
3.4432,2,2.0829,0.84165
3.3724,2,1.8835,0.86254
2.7175,2,0.51476,0.85862
3.1419,4,0.73626,0.85861
2.767,5,4.9865,0.92479
2.5496,3,0.20289,0.91521
2.9929,3,5.0463e-05,0.90309
3.2396,2,1.5367,0.91327
3.1356,3,0.018375,0.90204
3.4529,4,0.29933,0.89506
2.7499,2,0.56234,0.89187
3.1998,3,0.039917,0.88197
3.2591,4,0.54893,0.87901
3.0782,3,0.0061188,0.86927
2.934,2,0.87232,0.87073
3.0779,3,0.0060739,0.86149
2.4874,2,0.23752,0.85537
4.0083,5,0.98345,0.85837
4.1669,5,0.69403,0.85787
3.939,4,0.0037151,0.84946
3.621,4,0.14364,0.84289
3.2731,4,0.52833,0.84085
4.2457,4,0.060364,0.8337
3.6804,4,0.10214,0.82721
3.8931,5,1.2252,0.83303
4.2019,4,0.040772,0.82612
4.5727,5,0.18261,0.82089
4.5488,5,0.2036,0.81602
4.2329,3,1.5199,0.82469
2.7777,3,0.049422,0.8184
3.6124,4,0.1502,0.81326
3.3562,3,0.12685,0.80803
3.3406,3,0.116,0.80282
3.0424,3,0.0017972,0.79664
3.5082,4,0.24191,0.7929
3.7409,3,0.54896,0.79215
3.1588,3,0.025223,0.78654
3.0606,3,0.003672,0.78085
3.8624,3,0.74369,0.78207
4.2622,5,0.54437,0.78147
4.4726,4,0.22337,0.77802
4.4321,5,0.32251,0.77553
3.2723,3,0.074158,0.77092
4.1161,5,0.78132,0.77253
3.8029,4,0.038842,0.76777
3.9959,3,0.99179,0.77116
3.6872,4,0.09787,0.76702
3.8798,4,0.014436,0.76227
3.9588,4,0.0017008,0.75751
3.9362,3,0.87652,0.75997
3.714,2,2.9379,0.77868
3.6848,4,0.099366,0.77474
3.454,3,0.20614,0.77171
3.6287,4,0.13787,0.76821
4.5274,3,2.3331,0.78129
4.3332,3,1.7775,0.78983
4.214,5,0.61777,0.78979
4.0812,3,1.1689,0.79366
4.5898,3,2.5274,0.80683
4.329,3,1.7663,0.81439
4.6434,4,0.41395,0.81272
5,4,1,0.81497
4.7333,3,3.0043,0.8301
4.619,3,2.621,0.84226
4.9255,5,0.005544,0.8379
3.9619,3,0.9253,0.83927
4.42,5,0.33636,0.83703
4.6593,4,0.43474,0.83542
4.6935,5,0.093941,0.8318
