4.4244,5,0.33133,0.57561
4.0516,4,0.0026634,0.40865
3.8059,4,0.037667,0.35198
3.832,4,0.028223,0.31618
4.3111,4,0.096789,0.31517
3.5403,5,2.1308,0.66175
3.5865,3,0.34394,0.65153
3.5903,3,0.34845,0.6442
3.1455,3,0.021178,0.60929
3.0499,3,0.0024889,0.57824
3.3663,4,0.40152,0.58349
3.4329,5,2.4559,0.71885
2.9613,3,0.0014979,0.69073
3.4639,3,0.2152,0.67705
3.0471,2,1.0964,0.70777
3.249,3,0.062005,0.68812
3.2675,2,1.6066,0.73496
3.2174,4,0.61241,0.73768
3.3688,3,0.13602,0.72298
4.1778,2,4.7428,0.85656
4.1653,5,0.69675,0.85553
4.1578,5,0.70933,0.85493
3.818,4,0.033121,0.837
3.9652,3,0.93156,0.84273
4.0758,4,0.0057528,0.82584
4.5792,4,0.33548,0.81774
4.695,4,0.48306,0.81352
4.5,5,0.24996,0.80443
3.3395,3,0.11526,0.79295
3.4739,2,2.1723,0.82475
3.3965,4,0.36416,0.81855
3.4329,2,2.0531,0.84454
3.3012,2,1.693,0.86194
2.6196,2,0.38389,0.85579
3.0945,4,0.81986,0.85725
2.9529,5,4.1908,0.91152
2.6739,3,0.10636,0.90072
3.0677,3,0.0045895,0.88885
3.2422,2,1.5432,0.89965
3.2268,3,0.051422,0.88906
3.2894,4,0.50492,0.88513
3.0268,2,1.0543,0.88877
3.1212,3,0.014701,0.87857
3.2651,4,0.54015,0.87556
3.0663,3,0.0043976,0.86584
3.3502,2,1.8231,0.87921
2.9033,3,0.0093441,0.86992
2.7378,2,0.54437,0.86737
4.0253,5,0.95003,0.8697
4.1194,5,0.77549,0.86992
3.9067,4,0.0087096,0.86144
3.5743,4,0.1812,0.85516
3.2493,4,0.56352,0.85331
4.2278,4,0.051879,0.84594
3.6804,4,0.10214,0.83932
3.8931,5,1.2252,0.84484
4.1839,4,0.033813,0.83775
4.4927,5,0.25733,0.83316
4.4607,5,0.29084,0.82905
4.1899,3,1.4158,0.83634
2.8116,3,0.035498,0.82981
3.5484,4,0.20399,0.82509
3.3944,3,0.15554,0.82002
3.3877,3,0.15033,0.81503
3.0849,3,0.0072018,0.8088
3.515,4,0.23523,0.80487
